,StateAbbr,CityName,Annual Checkup,Arthritis,Binge Drinking,COPD,Cancer (except skin),Cholesterol Screening,Chronic Kidney Disease,Colorectal Cancer Screening,Core preventive services for older men,Core preventive services for older women,Coronary Heart Disease,Current Asthma,Current Smoking,Dental Visit,Diabetes,Health Insurance,High Blood Pressure,High Cholesterol,Mammography,Mental Health,Obesity,Pap Smear Test,Physical Health,Physical Inactivity,Sleep <7 hours,Stroke,Taking BP Medication,Teeth Loss
22,AZ,Tucson,64.36197183098591,22.790845070422538,15.833098591549296,6.442957746478873,5.94225352112676,76.60140845070423,3.519718309859155,60.49154929577464,34.29788732394366,29.22198581560284,5.671830985915493,10.175352112676057,19.0612676056338,60.50281690140845,9.67112676056338,17.691549295774646,27.769718309859154,31.836619718309862,78.99014084507043,14.399295774647888,28.55211267605634,,13.748591549295774,25.935915492957747,34.11971830985915,3.0232394366197184,71.18169014084506,13.654929577464788
23,AZ,Yuma,64.85161290322581,22.85483870967742,17.29032258064516,7.303225806451613,6.300000000000001,76.70967741935483,3.6774193548387095,51.983870967741936,29.587096774193547,25.051612903225806,6.603225806451612,9.90967741935484,16.838709677419356,55.11290322580645,11.858064516129033,22.429032258064513,30.69677419354839,33.270967741935486,78.28387096774195,13.764516129032257,36.6741935483871,,14.654838709677419,27.38064516129032,31.148387096774194,3.47741935483871,69.49032258064516,18.9741935483871
24,CA,Alameda,65.80000000000001,19.116666666666667,18.311111111111114,4.2555555555555555,6.133333333333334,82.00555555555555,2.6166666666666667,71.25,36.205555555555556,35.2,4.355555555555556,8.422222222222222,11.411111111111111,71.35,8.233333333333333,8.455555555555556,25.37222222222222,28.52777777777778,79.01111111111112,10.083333333333334,20.33888888888889,81.82777777777778,9.588888888888889,16.927777777777777,33.77777777777778,2.411111111111111,68.47222222222223,7.977777777777778
25,CA,Alhambra,68.83636363636364,15.963636363636363,13.3,3.95,5.040909090909091,82.02272727272727,2.9909090909090907,58.722727272727276,25.65,32.07727272727272,4.904545454545455,7.15,11.340909090909092,60.95454545454545,11.568181818181818,14.22272727272727,26.104545454545452,33.57727272727273,77.29545454545455,10.077272727272726,17.754545454545454,78.5909090909091,10.85,22.354545454545455,37.89090909090909,2.7636363636363637,70.87727272727273,9.340909090909092
26,CA,Anaheim,65.03116883116883,15.997402597402596,19.314285714285713,4.780519480519481,4.942857142857143,78.08961038961039,2.8285714285714287,62.34805194805195,35.44025974025974,29.584415584415584,4.584415584415584,8.387012987012987,13.725974025974027,60.688311688311686,9.915584415584416,16.754545454545454,26.53116883116883,32.253246753246756,78.58571428571429,12.92987012987013,22.733766233766232,81.67922077922078,11.744155844155843,22.058441558441558,33.91168831168831,2.54025974025974,64.38831168831169,12.95974025974026
27,CA,Antioch,64.96818181818182,19.54090909090909,18.463636363636365,5.595454545454545,5.377272727272727,78.58636363636364,2.9,66.61818181818181,31.913636363636364,31.863636363636363,4.8136363636363635,9.886363636363637,15.531818181818181,66.86818181818181,9.686363636363636,13.731818181818182,26.145454545454548,28.522727272727273,78.24090909090908,14.013636363636364,27.718181818181815,82.87727272727273,12.404545454545454,21.7,35.95454545454545,2.8136363636363635,67.13636363636364,12.768181818181818
28,CA,Apple Valley,69.97142857142858,26.385714285714283,17.0,7.628571428571428,7.207142857142857,80.38571428571429,3.542857142857143,62.92857142857143,27.82857142857143,29.271428571428572,6.828571428571428,9.635714285714286,16.657142857142855,59.34285714285714,12.014285714285714,12.935714285714285,32.74285714285714,32.92142857142857,80.35714285714286,14.37857142857143,31.264285714285712,82.40714285714286,14.62142857142857,25.599999999999998,37.878571428571426,3.735714285714286,70.65714285714286,17.214285714285715
29,CA,Bakersfield,64.80617283950617,20.76172839506173,17.585185185185185,6.239506172839506,5.451851851851852,77.25185185185185,3.181481481481481,60.59382716049383,31.343209876543213,26.9875,5.4185185185185185,9.807407407407407,17.36913580246914,60.03456790123457,10.293827160493827,16.933333333333334,30.032098765432096,30.954320987654324,80.00493827160493,14.906172839506175,29.644444444444442,82.8111111111111,13.801234567901236,25.666666666666668,37.1641975308642,3.107407407407407,66.84691358024692,16.339506172839506
30,CA,Baldwin Park,64.33500000000001,14.7,17.880000000000003,4.165,4.0600000000000005,77.83,2.94,55.225,22.509999999999998,28.639999999999997,4.425,8.334999999999999,13.655000000000001,54.404999999999994,10.89,23.369999999999997,23.825,30.575,77.965,13.11,25.41,83.10499999999999,12.6,24.965,37.68,2.455,62.915,12.059999999999999
31,CA,Bellflower,66.315,16.695,18.175,4.945,4.745,79.465,2.915,60.1,26.055,31.794999999999998,4.59,9.235,14.645,58.35,9.915000000000001,17.615000000000002,25.494999999999997,30.48,78.76,13.26,25.869999999999997,84.265,12.26,22.82,38.255,2.69,64.82,12.095
32,CA,Berkeley,63.871428571428574,16.91142857142857,20.84857142857143,3.6,5.631428571428572,77.87142857142857,2.3485714285714288,73.83428571428571,36.28285714285715,35.0,3.6685714285714286,8.794285714285715,9.92,72.59714285714286,6.417142857142857,7.3028571428571425,22.497142857142858,24.94857142857143,81.27142857142857,10.542857142857143,20.734285714285715,83.36285714285714,8.197142857142856,14.517142857142858,31.637142857142855,2.0485714285714285,63.871428571428574,7.974285714285715
33,CA,Buena Park,66.63,16.46,17.94,4.71,5.180000000000001,79.675,2.8449999999999998,63.120000000000005,36.6,30.755000000000003,4.71,8.08,13.05,63.2,10.39,13.934999999999999,27.525,33.355000000000004,78.255,12.025,20.805,79.85,11.295,21.380000000000003,34.144999999999996,2.625,66.76,11.370000000000001
34,CA,Burbank,66.82,18.188,19.552,4.836,6.172000000000001,82.64,2.7119999999999997,67.296,31.86,37.4,4.672,8.684,12.34,69.204,8.052,10.24,24.408,31.564,79.168,11.252,21.988000000000003,85.44,10.452,17.8,34.1,2.496,66.992,8.404
35,CA,Carlsbad,69.54545454545455,21.018181818181816,20.454545454545453,4.472727272727273,7.781818181818181,85.59545454545454,2.6454545454545455,75.35000000000001,33.56363636363636,37.26190476190476,4.7272727272727275,8.195454545454545,9.863636363636363,78.68636363636364,7.5181818181818185,6.531818181818181,27.931818181818183,30.718181818181815,81.47272727272728,9.495454545454546,20.113636363636363,87.43181818181819,9.472727272727273,14.55909090909091,29.70909090909091,2.4272727272727272,68.72272727272728,6.027272727272727
36,CA,Carson,70.34285714285714,17.96666666666667,15.738095238095237,4.590476190476191,5.271428571428571,82.61428571428571,3.161904761904762,63.25238095238095,25.566666666666666,33.36666666666667,4.985714285714286,8.876190476190477,12.447619047619046,62.0,11.70952380952381,15.319047619047618,28.914285714285718,32.62380952380953,79.02857142857144,11.404761904761905,23.861904761904764,82.86666666666667,11.576190476190476,21.933333333333334,38.53333333333334,3.0619047619047617,70.28095238095239,10.152380952380952
37,CA,Chico,63.84,17.944000000000003,20.9,5.34,5.3839999999999995,73.54,2.6,68.288,34.54,28.72,4.448,9.972000000000001,15.36,65.0,7.0360000000000005,10.056000000000001,23.476,26.991999999999997,78.252,15.036,25.28,84.12799999999999,11.315999999999999,19.652,32.848,2.38,61.552,13.468
38,CA,Chino,66.77000000000001,17.73,19.72,4.3549999999999995,4.71,79.135,2.545,62.839999999999996,27.939999999999998,30.1,4.01,8.39,13.48,64.14,9.370000000000001,15.580000000000002,24.41,26.93,81.655,12.370000000000001,27.860000000000003,82.59,11.11,22.5,37.7,2.25,62.69,11.77
39,CA,Chino Hills,69.28571428571429,17.092857142857145,18.071428571428573,3.4214285714285713,5.021428571428571,83.36428571428571,2.2285714285714286,66.58571428571429,31.521428571428572,34.72857142857143,3.4499999999999997,7.478571428571429,10.12857142857143,72.57857142857144,8.514285714285714,9.078571428571427,23.428571428571427,27.435714285714287,82.36428571428571,9.700000000000001,22.25714285714286,81.77142857142857,8.807142857142859,18.15,36.59285714285714,1.9285714285714286,65.30714285714285,7.357142857142857
40,CA,Chula Vista,67.47142857142858,18.408163265306122,18.559183673469388,4.8061224489795915,5.4367346938775505,80.76326530612245,3.079591836734694,65.13265306122449,25.66122448979592,29.248979591836736,4.883673469387755,8.414285714285715,12.851020408163267,65.06122448979592,10.924489795918367,16.973469387755102,28.424489795918365,30.27755102040816,80.60408163265306,12.183673469387756,24.824489795918367,85.44489795918368,12.473469387755102,21.773469387755103,34.16326530612245,2.7,66.9469387755102,10.846938775510203
41,CA,Citrus Heights,65.752,23.06,20.404,6.468,6.784,79.352,2.924,72.28399999999999,32.328,28.44,5.456,10.675999999999998,15.648,66.108,9.204,10.196,29.948,30.715999999999998,78.568,13.956,30.364,82.516,12.664000000000001,20.736,35.324,2.96,66.564,11.788
42,CA,Clovis,64.5,18.864,18.404,5.336,6.004,79.72800000000001,2.728,67.36,37.78,33.836,4.803999999999999,9.568,13.675999999999998,69.58,8.607999999999999,10.76,26.671999999999997,29.396,78.748,12.372,25.916,81.02,11.2,19.588,33.336,2.608,65.736,11.095999999999998
43,CA,Compton,67.08064516129032,18.10967741935484,16.906451612903226,5.980645161290322,4.361290322580645,76.80967741935484,3.664516129032258,55.7,19.296666666666667,25.52,5.458064516129032,10.745161290322581,17.748387096774195,47.97741935483871,12.745161290322581,24.77741935483871,30.203225806451613,30.809677419354838,80.98709677419355,16.06451612903226,32.487096774193546,85.8741935483871,15.293548387096775,28.216129032258067,41.28709677419355,3.738709677419355,66.47096774193548,19.751612903225805
44,CA,Concord,64.59677419354838,19.46451612903226,19.393548387096775,4.961290322580646,6.083870967741936,80.40322580645162,2.6548387096774193,69.53548387096774,34.83548387096774,34.75666666666667,4.609677419354839,9.048387096774194,13.16451612903226,71.69032258064516,8.435483870967742,11.216129032258063,24.45483870967742,28.822580645161292,78.36129032258064,12.183870967741935,24.40967741935484,83.20967741935483,10.880645161290323,18.616129032258065,33.167741935483875,2.5,67.13548387096773,10.412903225806453
45,CA,Corona,64.83783783783784,18.58648648648649,19.98378378378378,4.7,4.85945945945946,79.68648648648649,2.6648648648648647,67.01081081081081,30.845945945945946,32.42162162162162,4.213513513513513,8.594594594594595,14.462162162162162,65.26756756756757,9.313513513513515,14.586486486486487,26.05675675675676,29.756756756756758,81.12702702702703,13.354054054054055,27.15945945945946,84.36216216216216,11.59189189189189,21.232432432432432,38.28918918918919,2.348648648648649,64.22972972972973,11.705405405405404
46,CA,Costa Mesa,64.27407407407408,16.22222222222222,21.8962962962963,4.774074074074075,5.366666666666667,78.7925925925926,2.5703703703703704,67.25555555555556,40.318518518518516,32.81111111111111,4.344444444444444,8.577777777777778,13.218518518518518,67.0037037037037,7.966666666666667,12.244444444444445,24.996296296296297,31.05185185185185,79.41111111111111,12.44814814814815,21.977777777777778,83.8037037037037,10.585185185185185,18.64814814814815,31.88148148148148,2.3296296296296295,63.24074074074074,10.911111111111111
47,CA,Daly City,66.3409090909091,16.445454545454545,14.031818181818181,3.5090909090909093,5.0636363636363635,81.79545454545455,2.6136363636363638,64.85454545454546,32.82272727272727,33.63636363636363,4.177272727272728,7.140909090909091,10.368181818181817,69.61818181818181,10.227272727272727,11.336363636363636,27.268181818181816,29.5,79.0,9.450000000000001,17.422727272727272,76.4090909090909,9.418181818181818,20.3,34.64545454545455,2.3636363636363638,69.35000000000001,8.490909090909092
48,CA,Downey,65.76086956521739,16.213043478260868,18.821739130434782,4.395652173913043,5.008695652173913,80.59565217391305,2.891304347826087,61.75652173913044,27.14782608695652,32.63913043478261,4.560869565217391,8.48695652173913,12.395652173913044,61.95652173913044,9.660869565217391,18.582608695652173,24.182608695652174,30.565217391304348,79.1,12.108695652173912,24.960869565217394,85.44782608695652,11.58695652173913,21.68695652173913,35.71739130434783,2.4782608695652173,64.77391304347826,10.478260869565217
49,CA,El Cajon,66.46,21.33,20.009999999999998,6.72,6.16,78.27666666666667,3.1333333333333333,65.27666666666667,26.563333333333333,29.723333333333336,5.510000000000001,9.776666666666667,17.226666666666667,62.68666666666666,9.756666666666666,13.28,29.84,30.923333333333336,79.6,14.676666666666668,26.15666666666667,84.96666666666667,13.906666666666666,21.959999999999997,34.85,3.11,66.99333333333333,14.25
50,CA,El Monte,65.490625,16.915625000000002,15.06875,5.2375,4.60625,77.065625,3.509375,51.778125,21.225,26.753125,5.775,8.4125,15.3875,49.296875,13.046875,24.19375,27.349999999999998,33.55625,76.46875,13.853125,24.653125,80.6125,14.55625,28.15625,38.89375,3.225,66.44375,15.140625
51,CA,Elk Grove,67.44333333333333,19.40666666666667,18.19333333333333,4.66,5.676666666666667,81.90333333333334,2.5866666666666664,72.14333333333335,31.86,29.686666666666667,4.256666666666667,9.639999999999999,12.56,69.46000000000001,9.32,9.606666666666666,28.05,29.183333333333334,79.63333333333334,11.593333333333334,26.57,81.42666666666668,10.633333333333333,19.123333333333335,36.483333333333334,2.453333333333333,65.89333333333333,8.6
52,CA,Escondido,66.33428571428571,19.731428571428573,19.634285714285717,5.685714285714286,5.98,78.95428571428572,3.0228571428571427,64.87142857142857,26.357142857142858,29.674285714285713,5.1171428571428565,9.034285714285714,14.922857142857142,63.005714285714284,9.654285714285713,16.11714285714286,28.445714285714285,30.282857142857146,79.69142857142856,13.417142857142858,24.98857142857143,85.05428571428571,13.022857142857143,21.68857142857143,34.1,2.825714285714286,65.98,13.822857142857144
53,CA,Fairfield,65.01071428571429,19.935714285714287,18.74285714285714,5.328571428571428,5.4678571428571425,78.97857142857143,2.857142857142857,67.425,33.12692307692308,33.72592592592593,4.7749999999999995,9.828571428571427,15.375,65.52142857142857,9.342857142857143,13.05,28.65357142857143,28.946428571428573,79.04285714285713,13.25,28.139285714285712,82.43571428571428,11.817857142857141,21.932142857142857,37.574999999999996,2.810714285714286,64.35714285714286,13.503703703703705
54,CA,Folsom,66.00555555555555,18.644444444444446,21.63888888888889,4.138888888888889,6.083333333333333,82.83333333333333,2.227777777777778,76.48888888888888,36.66111111111111,34.11176470588235,3.788888888888889,9.244444444444445,11.255555555555555,75.83333333333333,7.044444444444444,7.550000000000001,25.316666666666666,27.672222222222224,80.27777777777777,10.455555555555556,25.450000000000003,83.98888888888888,9.077777777777778,15.677777777777777,33.327777777777776,2.05,62.55555555555556,6.511111111111111
55,CA,Fontana,65.97837837837838,17.737837837837837,18.575675675675676,4.9,4.227027027027027,76.33783783783784,2.8864864864864863,56.87837837837838,23.864864864864863,25.559459459459458,4.3621621621621625,8.95135135135135,15.397297297297298,55.08108108108108,10.77027027027027,21.0972972972973,25.58648648648649,27.105405405405406,81.57297297297296,14.47837837837838,31.72702702702703,83.0027027027027,13.135135135135135,26.824324324324323,39.63513513513514,2.5675675675675675,62.19189189189189,16.997297297297298
56,CA,Fremont,65.28222222222222,15.317777777777776,17.517777777777777,3.0466666666666664,5.0377777777777775,82.50222222222222,2.1733333333333333,70.75333333333333,36.413333333333334,37.03333333333333,3.4066666666666667,7.1644444444444435,9.417777777777777,72.75999999999999,7.517777777777778,8.291111111111112,22.11111111111111,26.657777777777774,78.76444444444445,8.391111111111112,16.76222222222222,80.08888888888889,7.8133333333333335,15.586666666666666,34.52,1.8866666666666667,66.78,6.435555555555556
57,CA,Fresno,63.288888888888884,18.496031746031747,16.065079365079367,6.178571428571429,5.131746031746032,74.2642857142857,3.3515873015873017,57.644444444444446,30.392,26.313492063492063,5.634126984126984,10.142063492063492,16.76904761904762,55.22380952380952,11.24920634920635,18.794444444444444,28.88095238095238,29.857142857142858,78.37777777777778,15.31904761904762,30.206349206349206,79.56269841269841,14.276190476190475,26.214285714285715,36.51269841269841,3.25,65.32777777777777,19.26904761904762
58,CA,Fullerton,66.47142857142858,16.325714285714284,18.94857142857143,4.482857142857143,5.54,79.75142857142858,2.7114285714285717,65.70285714285714,38.89705882352941,32.037142857142854,4.574285714285714,8.065714285714286,11.76,66.56285714285714,9.082857142857142,12.242857142857142,26.297142857142855,32.222857142857144,79.14571428571428,11.562857142857142,20.17142857142857,81.38000000000001,10.354285714285714,19.2,32.34857142857143,2.448571428571429,65.65714285714286,10.3
59,CA,Garden Grove,66.38181818181819,16.581818181818182,16.611363636363635,4.997727272727273,5.004545454545454,78.64090909090909,3.002272727272727,59.98863636363637,34.22272727272727,28.731818181818184,5.1000000000000005,7.943181818181818,14.079545454545455,58.695454545454545,11.479545454545455,15.981818181818182,28.377272727272725,34.46818181818182,77.07272727272726,12.452272727272726,20.204545454545453,77.76136363636364,12.202272727272726,23.622727272727275,35.55227272727273,2.856818181818182,68.01818181818182,13.268181818181818
60,CA,Glendale,67.62325581395349,20.04186046511628,17.76279069767442,5.793023255813953,6.646511627906977,82.24418604651163,3.0372093023255813,65.68139534883721,31.04186046511628,36.72790697674419,5.53953488372093,8.96046511627907,13.430232558139535,66.58372093023256,9.195348837209302,10.446511627906977,26.641860465116277,33.79767441860465,78.19767441860465,11.965116279069768,21.955813953488374,84.09302325581395,11.741860465116279,19.43953488372093,34.56279069767442,2.9441860465116276,70.07209302325582,10.046511627906977
61,CA,Hawthorne,67.06521739130434,16.269565217391303,17.97826086956522,4.826086956521739,4.2956521739130435,79.04782608695652,3.0217391304347827,58.80434782608695,23.56086956521739,29.982608695652175,4.356521739130435,9.917391304347825,15.443478260869565,55.30434782608695,10.347826086956522,18.743478260869566,26.61304347826087,29.321739130434782,80.20434782608696,14.017391304347825,28.72608695652174,85.70434782608696,12.626086956521737,23.63913043478261,39.904347826086955,2.821739130434783,64.04782608695652,13.621739130434783
62,CA,Hayward,64.0657894736842,17.836842105263155,19.13684210526316,4.471052631578948,5.052631578947368,78.16842105263159,2.7657894736842104,65.96842105263158,31.163157894736845,30.86842105263158,4.405263157894737,8.881578947368421,13.673684210526316,62.363157894736844,9.210526315789474,14.810526315789472,25.521052631578947,27.2,78.13157894736842,11.950000000000001,24.392105263157895,81.31052631578947,10.984210526315788,20.686842105263157,36.56315789473685,2.5342105263157895,65.78947368421052,11.894736842105264
